Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj
DNAJB14	49.0035	1.36359	0.367332	3.71061	0.000206759	0.000429682
DNAJB2	1660.39	3.22848	0.0837109	38.5604	0	0
DNAJB4	56.3461	0.582659	0.319912	1.8213	0.0685612	0.0995181
DNAJB5	177.557	1.51047	0.192165	7.85906	3.87016e-15	1.58658e-14
DNAJB6	252.823	-0.952485	0.167938	-5.67109	1.41893e-08	4.13839e-08
DNAJB7	7.09697	-0.140074	0.859314	-0.163	0.870518	0.895317
DNAJB8	1.3293	0.81223	1.47801	0.548102	0.583622	NA
DNAJB9	107.702	0.777925	0.238754	3.25818	0.00112128	0.00215182
DNAJC1	82.7581	-1.97062	0.303279	-6.48834	8.67876e-11	2.90163e-10
DNAJC10	225.713	-1.24204	0.174628	-7.11114	1.15086e-12	4.2449e-12
DNAJC11	240.872	-0.373406	0.164474	-2.27026	0.0231921	0.0367297
DNAJC12	70.7694	1.47335	0.305197	4.82582	1.3943e-06	3.53073e-06
DNAJC13	188.68	-0.672497	0.184122	-3.65217	0.000260031	0.000535065
DNAJC14	218.001	-0.520095	0.170155	-3.05647	0.00223961	0.00413644
DNAJC15	59.8177	1.00058	0.317079	3.15524	0.00160368	0.00302333
DNAJC16	127.658	0.414541	0.217095	1.9095	0.0561976	0.0831198
DNAJC17	48.3905	-0.0723816	0.346043	-0.209167	0.834318	0.866383
DNAJC18	201.367	2.97795	0.206035	14.4371	3.02089e-47	2.94306e-46
DNAJC19	50.7787	0.473454	0.34443	1.37461	0.169252	0.22374
DNAJC2	68.8245	-2.15948	0.33724	-6.38924	1.66712e-10	5.47573e-10
DNAJC21	150.549	-0.815442	0.20657	-3.94703	7.91254e-05	0.000171336
DNAJC22	25.2446	-2.63106	0.574742	-4.52896	5.92743e-06	1.42411e-05
DNAJC24	37.3836	0.502499	0.410355	1.22454	0.220749	0.282843
DNAJC25	33.1271	-0.629457	0.426915	-1.47387	0.140517	0.189947
DNAJC27	73.9213	2.7322	0.325192	8.38229	5.19059e-17	2.30334e-16
DNAJC28	7.39913	0.599022	0.825307	0.725718	0.468012	0.538439
DNAJC3	205.59	-0.999221	0.180734	-5.52794	3.24016e-08	9.24871e-08
DNAJC30	141.73	0.642006	0.21101	3.04252	0.00234609	0.00432263
DNAJC4	249.608	-0.0832459	0.157657	-0.528018	0.597487	0.660545
DNAJC5	1231.34	1.46339	0.0821088	17.8222	4.75439e-71	6.83215e-70
DNAJC5B	1.22066	-0.0210794	1.49516	-0.0140952	0.988754	NA
DNAJC5G	4.33417	2.73926	1.15813	2.2632	0.0236233	0.037352
DNAJC6	998.933	4.88939	0.139045	35.1039	5.8791e-270	4.79789e-268
DNAJC7	251.74	0.172468	0.156812	1.09984	0.271402	0.338307
DNAJC8	275.987	-0.397306	0.151184	-2.6279	0.00859137	0.014681
DNAJC9	134.509	-1.22787	0.221607	-5.53905	3.04116e-08	8.69768e-08
DNAL1	95.72	1.72362	0.264003	6.52606	6.75212e-11	2.27133e-10
DNAL4	143.572	1.16344	0.207845	5.59715	2.17899e-08	6.27586e-08
DNALI1	44.9186	2.65612	0.40945	6.46444	1.01674e-10	3.38579e-10
DNASE1	56.3312	-0.696719	0.326427	-2.13382	0.0328578	0.0507325
DNASE1L1	126.898	-0.948774	0.22369	-4.24061	2.2291e-05	5.06432e-05
DNASE1L2	63.0855	1.43618	0.315613	4.54873	5.39706e-06	1.30114e-05
DNASE1L3	2.01715	0.422873	1.33038	0.317784	0.750649	NA
DNASE2	204.678	-1.22123	0.180697	-6.75708	1.40796e-11	4.9133e-11
DNASE2B	1.95235	1.43629	1.38356	1.02607	0.30486	NA
DND1	50.5575	-0.154252	0.339864	-0.453849	0.649938	0.708003
DNER	1100.05	3.54331	0.102698	34.4889	1.17544e-260	8.7022e-259
DNHD1	230.929	-0.918816	0.177405	-5.17868	2.2346e-07	6.00524e-07
DNLZ	104.1	0.340271	0.246838	1.37853	0.168039	0.222303
DNM1	3999.65	5.39029	0.0865532	62.2374	0	0
DNM1L	396.56	0.597034	0.127048	4.69928	2.61075e-06	6.46917e-06
DNM1P35	23.9787	1.75121	0.514392	3.39836	0.000677901	0.00133137
DNM1P41	2.43026	-0.0399081	1.25933	-0.0316757	0.974731	0.979756
DNM2	1258.58	-0.590154	0.0821485	-7.18393	6.77348e-13	2.53083e-12
DNM3	473.274	7.24101	0.38172	18.3722	2.19161e-75	3.3555e-74
DNMBP	122.614	-1.34925	0.232823	-5.79279	6.92276e-09	2.06541e-08
DNMT1	1017.37	-1.34408	0.0887964	-15.1359	9.38456e-52	9.93133e-51
DNMT3A	271.223	-0.806821	0.155379	-5.19224	2.07781e-07	5.59847e-07
DNMT3B	287.303	-4.94996	0.291733	-16.7965	2.58916e-63	3.3233e-62
DNMT3L	1.64111	-0.581558	1.41134	-0.410042	0.681775	NA
DNPEP	284.273	-1.16006	0.15588	-7.44102	9.9908e-14	3.86376e-13
DNTT	30.7621	-5.14223	0.873644	-5.18903	2.11396e-07	5.69109e-07
DNTTIP1	160.559	-0.770185	0.202799	-3.79737	0.00014624	0.000308738
DNTTIP2	152.181	-0.988325	0.210722	-4.68934	2.74089e-06	6.77442e-06
DOC2A	373.069	4.35928	0.196437	22.1305	1.60737e-108	3.61113e-107
DOC2B	99.2272	6.31478	0.611096	9.62704	6.14747e-22	3.26562e-21
DOC2GP	4.10443	-0.293135	1.06491	-0.275066	0.783266	0.823241
DOCK1	312.79	0.641836	0.149647	4.28897	1.79503e-05	4.1117e-05
DOCK10	128.568	1.92449	0.234548	8.20155	2.373e-16	1.02478e-15
DOCK11	41.6332	-1.64294	0.416298	-3.9393	8.17207e-05	0.000176716
DOCK2	118.418	-2.62596	0.276824	-9.46484	2.94006e-21	1.52442e-20
DOCK3	651.469	5.10761	0.17816	28.5742	1.40602e-179	6.09135e-178
DOCK4	272.226	2.61492	0.17531	14.908	2.92221e-50	3.00722e-49
DOCK5	175.951	0.334823	0.186967	1.79082	0.0733219	0.105711
DOCK6	240.477	-1.10489	0.16769	-6.58798	4.45844e-11	1.51692e-10
DOCK7	170.021	-1.24303	0.201563	-6.16544	7.02882e-10	2.23217e-09
DOCK8	49.1991	-1.2355	0.370601	-3.331	0.000865342	0.00168106
DOCK9	441.73	2.40446	0.13339	18.0213	1.32596e-72	1.95671e-71
DOHH	446.916	1.1649	0.121929	9.55367	1.25185e-21	6.57832e-21
DOK1	72.2382	-0.802773	0.2925	-2.7438	0.00607322	0.0106142
DOK2	4.60419	-0.20118	1.00215	-0.20067	0.840956	0.871693
DOK3	68.7106	-0.479311	0.294733	-1.62606	0.103937	0.144771
DOK4	260.14	-0.0543304	0.155048	-0.350409	0.726032	0.774337
DOK5	33.422	2.76537	0.476533	5.77174	7.8457e-09	2.33126e-08
DOK6	152.294	3.47568	0.256065	13.5372	9.43371e-42	8.27206e-41
DOK7	44.7192	1.17547	0.363656	3.23141	0.00123181	0.00235259
DOLK	113.795	-0.931341	0.239547	-3.8871	0.00010145	0.000217104
DOLPP1	166.956	-0.301169	0.194627	-1.54738	0.121772	0.167171
DOM3Z	139.721	0.450974	0.211652	2.13074	0.0331103	0.0510819
DONSON	112.381	-1.59378	0.250217	-6.36548	1.94675e-10	6.37509e-10
DOPEY1	169.164	1.78341	0.202963	8.7846	1.56919e-18	7.40332e-18
DOPEY2	259.656	1.41393	0.168679	8.38169	5.21736e-17	2.31463e-16
DOT1L	1027.44	-1.47299	0.0926816	-15.8921	7.18833e-57	8.38049e-56
DPAGT1	213.504	-1.53754	0.184484	-8.33168	7.97022e-17	3.50314e-16
DPCD	75.9396	-0.315758	0.279415	-1.13	0.258475	0.324686
DPEP1	13.2157	-3.92335	0.957274	-3.74985	0.000176939	0.000370473
DPEP2	4.87159	-0.0354258	0.980799	-0.0361132	0.971192	0.977207
DPEP3	3.28898	1.31255	1.18341	1.10354	0.269792	0.336947
DPF1	162.428	2.95663	0.239248	12.3414	5.41895e-35	4.05289e-34
DPF2	384.889	-0.0335064	0.133479	-0.251024	0.801796	0.838547
DPF3	63.5955	2.24415	0.33575	6.67454	2.48017e-11	8.55792e-11
DPH1	196.071	0.850903	0.179416	4.74252	2.11074e-06	5.26364e-06
DPH2	259.457	-1.4214	0.165127	-8.60605	7.56189e-18	3.47605e-17
DPH3	88.085	-0.182356	0.264469	-0.6895	0.490509	0.56002
DPH3B	12.7252	-0.553622	0.662311	-0.835211	0.403599	0.475751
DPH5	72.1105	-1.39876	0.31738	-4.404	1.06275e-05	2.49092e-05
DPM1	89.374	-1.37073	0.275715	-4.96867	6.74126e-07	1.75025e-06
DPM2	274.546	-0.940134	0.155263	-6.05455	1.40807e-09	4.39764e-09
DPM3	176.343	-0.347353	0.188422	-1.84343	0.0652665	0.0952321
DPP10	58.1084	4.63843	0.512373	8.8345	1.00549e-18	4.79018e-18
DPP3	273.863	-1.6655	0.165098	-10.085	6.43572e-24	3.63558e-23
DPP4	25.7124	-1.75744	0.514818	-3.40162	0.000669879	0.00131631
DPP6	1003.47	7.10496	0.254546	27.5476	4.72598e-167	1.87606e-165
DPP7	1016.13	-0.0970613	0.0847994	-1.1446	0.252376	0.317979
DPP8	110.459	0.429619	0.234202	1.83441	0.0665938	0.0969029
DPP9	417.877	-0.934874	0.127446	-7.33501	2.21699e-13	8.44904e-13
DPPA2	1.43089	-0.3288	1.44868	-0.226463	0.820841	NA
DPPA4	105.553	-6.45734	0.719818	-7.98409	1.41561e-15	5.91246e-15
DPRXP4	1.22799	-0.0291089	1.49416	-0.0194838	0.984455	NA
DPT	4.84557	0.630185	1.00345	0.627757	0.530163	0.599603
DPY19L1	185.275	0.0476171	0.181917	0.261753	0.793512	0.831073
DPY19L2	12.4816	1.64791	0.694111	2.36736	0.0179153	0.0289636
DPY19L2P1	6.88011	2.58432	0.959802	2.63517	0.00840942	0.0143869
DPY19L2P2	21.0693	0.330944	0.512707	0.645517	0.518592	0.588109
DPY19L2P4	4.53707	2.3093	1.0963	2.05858	0.0395343	0.0601621
DPY19L3	149.76	0.491665	0.201114	2.44472	0.0144964	0.0238048
DPY19L4	77.2381	-0.320347	0.282251	-1.1349	0.256417	0.322469
DPY30	70.9316	-0.28752	0.29339	-0.979939	0.327116	0.398389
DPYD	50.6808	-0.99356	0.354119	-2.80418	0.00504447	0.00891611
DPYS	2.24548	1.67675	1.33467	1.23528	0.216724	0.278419
DPYSL2	4484.07	3.20952	0.0607336	52.8429	0	0
DPYSL3	635.833	0.625806	0.103433	6.05037	1.44512e-09	4.50696e-09
DPYSL4	304.686	1.60886	0.151067	10.6488	1.76591e-26	1.06513e-25
DPYSL5	562.48	3.0695	0.129287	23.7312	1.71786e-124	4.51221e-123
DQX1	19.8521	-2.22761	0.608326	-3.63115	0.000282165	0.00057871
DR1	240.797	-0.310844	0.160752	-1.93366	0.0531554	0.0790394
DRAM1	58.1332	-2.58128	0.385036	-6.67475	2.4766e-11	8.5473e-11
DRAM2	61.1	-0.752587	0.315294	-2.38628	0.0170196	0.0276276
DRAP1	594.357	0.0629155	0.10611	0.592925	0.553231	0.621049
DRD1	23.3462	4.20278	0.711793	5.67104	1.41935e-08	4.13891e-08
DRD2	21.9965	0.720005	0.52907	1.36071	0.173604	0.228975
DRD4	40.7894	0.758632	0.3757	2.01912	0.0434744	0.0656629
DRD5	10.875	4.13586	0.992192	3.82346	0.000131591	0.000278886
DRG1	183.42	-0.364162	0.184432	-1.97445	0.0483308	0.0723499
DRG2	203.777	-0.0823276	0.178948	-0.460061	0.645472	0.703882
DRGX	2.20868	1.65892	1.3374	1.21961	0.222612	0.284793
DRP2	129.117	4.17339	0.317608	13.0528	6.12554e-39	5.05544e-38
DSC1	1.91555	1.4266	1.37486	1.02495	0.305389	NA
DSC2	28.5465	-1.67492	0.488238	-3.42086	0.000624223	0.00123257
DSC3	1.95264	-0.143476	1.34234	-0.106864	0.914897	NA
DSCAM	131.912	0.728	0.217641	3.3449	0.000823117	0.00160275
DSCAML1	163.906	4.32044	0.288742	14.8715	5.04837e-50	5.17097e-49
DSCC1	43.1524	-2.13632	0.420405	-5.06406	4.10427e-07	1.08307e-06
DSCR10	3.5038	-1.87728	1.20545	-1.5117	0.130611	0.177955
DSCR3	188.511	-0.85173	0.185781	-4.58409	4.55964e-06	1.10701e-05
DSCR4	4.10515	-2.13435	1.1674	-1.76321	0.0778655	0.11162
DSCR6	3.47447	-1.85907	1.2168	-1.48421	0.137752	0.186612
DSCR8	5.54739	-2.61003	1.10137	-2.25607	0.0240664	0.0379876
DSCR9	2.3544	0.703645	1.28023	0.54929	0.582806	0.64676
DSE	56.4528	0.113908	0.323588	0.352022	0.724822	0.773584
DSEL	102.499	0.906524	0.246927	3.67104	0.000241565	0.000498823
DSG1	1.83265	0.740827	1.36726	0.54109	0.588446	NA
DSG2	185.71	-5.79651	0.456606	-12.2616	1.45625e-34	1.0804e-33
DSN1	93.4905	-3.0331	0.328524	-9.191	3.89211e-20	1.94894e-19
DSP	839.885	-4.71759	0.164205	-28.6519	1.51593e-180	6.61654e-179
DST	1605.46	1.9302	0.074552	25.8898	8.68192e-148	2.92386e-146
DSTN	635.845	0.609821	0.104738	5.82233	5.80337e-09	1.74091e-08
DSTYK	302.613	1.3027	0.148795	8.75454	2.04944e-18	9.62256e-18
DTD1	212.566	-0.262879	0.170978	-1.53748	0.124176	0.170032
DTHD1	1.3293	0.81223	1.47801	0.548102	0.583622	NA
DTL	145.132	-6.10183	0.560908	-10.2513	1.16817e-24	6.74232e-24
DTNA	751.076	4.02158	0.132316	30.365	1.59057e-202	8.11282e-201
DTNB	222.769	1.92468	0.177795	10.8226	2.69054e-27	1.65352e-26
DTNBP1	164.406	0.614774	0.196944	3.12156	0.00179897	0.00336763
DTWD1	33.309	-0.585904	0.421897	-1.38827	0.165054	0.218718
DTWD2	20.1094	0.0485378	0.530491	0.0914955	0.927099	0.940282
DTX1	253.497	4.00619	0.226301	17.6539	9.49378e-70	1.33797e-68
DTX2	69.8347	-1.56025	0.312573	-4.98669	6.14228e-07	1.60066e-06
DTX3	708.349	2.4077	0.110331	21.8191	1.52764e-105	3.32555e-104
DTX3L	93.5746	-1.36054	0.282164	-4.81925	1.441e-06	3.64476e-06
DTX4	259.656	2.07219	0.167356	12.3786	3.41273e-35	2.56225e-34
DTYMK	190.122	-2.27934	0.208969	-10.8975	1.18531e-27	7.36977e-27
DULLARD	472.794	-0.208754	0.122489	-1.70426	0.0883332	0.125072
DUOX1	55.9488	2.62754	0.365975	7.16016	8.05838e-13	2.9975e-12
DUOX2	3.65826	-0.0404074	1.09425	-0.0369192	0.970549	0.976791
DUOXA1	3.26756	-0.656607	1.1511	-0.568376	0.569779	0.636233
DUOXA2	2.15553	-0.353649	1.30747	-0.27006	0.787114	0.825555
DUS1L	535.11	-0.859848	0.115931	-7.41664	1.20129e-13	4.62944e-13
DUS2L	81.8152	-1.00153	0.278519	-3.59469	0.000324777	0.000661696
DUS3L	206.648	-1.24181	0.179951	-6.89944	5.22089e-12	1.86342e-11
DUS4L	23.6676	-0.90213	0.499443	-1.80453	0.0711481	0.102898
DUSP1	564.413	0.880724	0.109656	8.03165	9.61711e-16	4.04366e-15
DUSP10	82.0022	-0.528443	0.271831	-1.94379	0.051921	0.0773546
DUSP11	50.4456	-0.328576	0.342773	-0.958494	0.337814	0.409032
DUSP12	79.6213	-1.14213	0.284226	-4.01656	5.90529e-05	0.000129388
DUSP13	9.96435	-3.01896	0.923429	-3.13054	0.00174488	0.00327371
DUSP14	145.071	-0.512434	0.211605	-2.4215	0.0154564	0.0252254
DUSP15	33.3639	1.22543	0.425284	2.88015	0.00397485	0.00712097
DUSP16	321.526	-0.16287	0.140828	-1.15651	0.247471	0.312473
DUSP18	21.2921	0.523167	0.529116	0.988749	0.322786	0.394291
DUSP19	12.5018	1.52629	0.677609	2.24738	0.0246158	0.0387779
DUSP2	75.6691	-0.0738199	0.277743	-0.265783	0.790407	0.828513
DUSP22	161.074	-0.314574	0.197211	-1.59507	0.110697	0.153468
DUSP23	119.334	-0.732266	0.228749	-3.20075	0.0013707	0.00260032
DUSP26	357.316	7.15686	0.425777	16.1544	1.05813e-58	1.27251e-57
DUSP27	7.75449	1.17757	0.827135	1.42136	0.155212	0.207794
DUSP28	40.4433	0.520882	0.382383	1.36221	0.17313	0.228419
DUSP3	737.432	0.802187	0.100273	7.99998	1.24436e-15	5.20592e-15
DUSP4	360.118	-3.09749	0.173146	-17.8673	2.11876e-71	3.08002e-70
DUSP5	182.74	0.215889	0.182807	1.18097	0.237614	0.301611
DUSP5P	13.5052	-0.816637	0.656536	-1.2421	0.214199	0.275983
DUSP6	233.664	-0.921417	0.172777	-5.33243	9.69052e-08	2.68101e-07
DUSP7	347.232	1.09467	0.137103	7.98402	1.41646e-15	5.91459e-15
DUSP8	709.463	4.19495	0.139973	29.9335	7.21672e-197	3.52714e-195
DUSP9	485.322	-4.74474	0.214709	-21.9908	3.53017e-107	7.84056e-106
DUT	306.753	-0.580863	0.147621	-3.93469	8.33042e-05	0.000179808
DVL1	1191.41	0.725142	0.0825711	8.78202	1.60566e-18	7.56931e-18
DVL2	364.536	-0.792176	0.148063	-5.35	8.7956e-08	2.43996e-07
DVL3	860.728	-0.183372	0.0909233	-2.01677	0.0437191	0.0659357
DYDC2	3.41095	1.04048	1.14431	0.906654	0.36459	0.435918
DYM	157.055	-0.212896	0.200383	-1.06243	0.288042	0.356492
DYNC1H1	5920.33	1.33563	0.0512719	26.0498	1.35081e-149	4.64731e-148
DYNC1I1	459.811	5.60204	0.241415	23.0323	2.21256e-117	5.43719e-116
DYNC1I2	145.321	0.501199	0.202778	2.47166	0.0134486	0.0222172
DYNC1LI1	159.641	0.36672	0.201366	1.82117	0.0685804	0.0995377
DYNC1LI2	951.006	1.35092	0.0901205	14.9898	8.55981e-51	8.88701e-50
DYNC2H1	52.3652	-0.0141588	0.345107	-0.0410274	0.967274	0.974159
DYNC2LI1	21.3919	0.369516	0.507908	0.727562	0.466882	0.537245
DYNLL1	679.216	0.619154	0.100122	6.18399	6.25019e-10	1.98958e-09
DYNLL2	1423.23	1.84962	0.0783245	23.6141	2.7642e-123	7.1535e-122
DYNLRB1	797.381	0.993964	0.0943154	10.5386	5.73295e-26	3.42727e-25
DYNLRB2	3.40362	1.03964	1.16021	0.893421	0.371632	0.443401
DYNLT1	99.5446	-1.31322	0.259046	-5.06703	4.04062e-07	1.06708e-06
DYNLT3	112.751	0.674104	0.231477	2.91215	0.00358951	0.00646428
DYRK1A	428.867	0.468583	0.128545	3.64529	0.00026709	0.000548947
DYRK1B	185.836	1.5489	0.195047	7.9399	2.02351e-15	8.37764e-15
DYRK2	132.81	-1.17822	0.227404	-5.17972	2.22217e-07	5.97275e-07
DYRK3	33.8248	-2.32351	0.486135	-4.75335	2.00069e-06	5.00272e-06
DYRK4	66.0444	0.0989122	0.305491	0.323785	0.746101	0.791815
DYSF	227.54	2.36815	0.181526	13.0397	7.27194e-39	5.98188e-38
DYSFIP1	2.14446	-0.370202	1.31369	-0.281205	0.778554	0.81927
DYX1C1	5.07808	-0.151625	0.981867	-0.154358	0.877327	0.901158
DZIP1	278.804	0.559213	0.150985	3.70376	0.00021243	0.000440787
DZIP1L	36.4095	-0.933701	0.410751	-2.27165	0.0231078	0.0366161
DZIP3	160.686	1.53815	0.205963	7.46673	8.22108e-14	3.19272e-13
E2F1	415.684	-2.81946	0.154785	-18.201	5.06675e-74	7.63101e-73
E2F2	113.496	-6.23859	0.654184	-8.73675	2.3992e-18	1.12317e-17
E2F3	126.392	-1.79556	0.239682	-7.48574	7.11447e-14	2.7697e-13
E2F4	499.924	-1.17359	0.120646	-9.72682	2.3172e-22	1.24717e-21
E2F5	20.9334	-1.26315	0.541663	-2.32712	0.0199589	0.0320139
E2F6	60.296	-0.716898	0.325957	-2.19882	0.0278909	0.0435968
E2F7	86.6793	-6.17966	0.7283	-7.59414	3.09837e-14	1.22497e-13
E2F8	41.6947	-4.80185	0.702769	-6.40889	1.46579e-10	4.83434e-10
E4F1	411.882	0.195238	0.133106	1.46678	0.142435	0.192318
EAF1	213.071	-0.00949016	0.170598	-0.0556289	0.955637	0.964712
EAF2	10.6607	0.395819	0.717831	0.551495	0.581294	0.64549
EAPP	110.838	0.0375975	0.230908	0.162825	0.870656	0.895407
EARS2	259.208	-0.820584	0.157721	-5.20236	1.96775e-07	5.31254e-07
EBAG9	58.0624	-0.147382	0.321596	-0.458272	0.646757	0.704932
EBF1	68.2979	2.21094	0.320481	6.89013	5.57409e-12	1.98665e-11
EBF2	1.43089	-0.3288	1.44868	-0.226463	0.820841	NA
EBF3	6.48941	2.17824	0.942748	2.28058	0.0225734	0.0358083
EBF4	113.493	1.04774	0.23512	4.45582	8.35739e-06	1.97866e-05
EBI3	12.094	0.131766	0.671441	0.196252	0.844413	0.874465
EBLN2	5.67209	-0.416453	0.944795	-0.440238	0.659765	0.716706
EBNA1BP2	296.374	-0.978617	0.150728	-6.49202	8.46921e-11	2.83319e-10
EBP	401.088	-1.9205	0.14051	-13.6643	1.65907e-42	1.47992e-41
EBPL	75.7525	-2.21014	0.324625	-6.79372	1.0928e-11	3.83409e-11
ECD	124.197	-0.348181	0.220976	-1.57559	0.115121	0.158873
ECE1	736.814	-0.850333	0.0989989	-8.58908	8.76707e-18	4.02057e-17
ECE2	219.901	1.64108	0.173478	9.45842	3.12634e-21	1.62052e-20
ECEL1	15.0368	-0.206261	0.605288	-0.340718	0.733316	0.780608
ECEL1P2	2.05423	-0.981514	1.34726	-0.720612	0.471148	0.541054
ECH1	572.158	-0.55467	0.110997	-4.99708	5.82053e-07	1.51952e-06
ECHDC1	121.483	-0.373207	0.222777	-1.67517	0.0939013	0.13205
ECHDC2	89.3818	1.75999	0.269233	6.53388	6.4086e-11	2.15909e-10
ECHDC3	35.6121	-0.667787	0.423485	-1.57633	0.114951	0.158711
ECHS1	559.771	-0.117454	0.11083	-1.05976	0.289255	0.35769
ECM1	247.088	-1.29574	0.174043	-7.44353	9.80278e-14	3.79271e-13
ECM2	11.0779	2.35676	0.767698	3.04046	0.0023622	0.00435006
ECSCR	4.44712	0.942962	1.02293	0.920367	0.357381	0.42835
ECSIT	402.549	0.777918	0.126665	6.14151	8.17431e-10	2.58939e-09
ECT2	124.218	-3.26797	0.297274	-10.9451	7.01499e-28	4.38493e-27
ECT2L	1.62243	1.15085	1.42053	0.804123	0.421326	NA
EDA	34.4833	-1.20755	0.430394	-2.80246	0.00507144	0.00896108
EDA2R	15.0161	-1.17056	0.631312	-1.84952	0.0643821	0.0941373
EDAR	1.72402	0.096126	1.38187	0.0695613	0.944543	NA
EDARADD	1173.48	-2.32868	0.207736	-11.2085	3.70433e-29	2.39573e-28
EDC3	330.474	-0.816162	0.147477	-5.53384	3.13299e-08	8.9501e-08
EDC4	1031.13	-0.0976623	0.0839597	-1.1632	0.244747	0.309457
EDEM1	319.27	-1.92513	0.156481	-12.2983	9.24705e-35	6.87786e-34
EDEM2	165.918	-1.20407	0.199508	-6.03371	1.60235e-09	4.9805e-09
EDEM3	168.146	-0.257032	0.193844	-1.32594	0.184858	0.242108
EDF1	1010.97	0.124419	0.0864656	1.43895	0.150166	0.201839
EDIL3	355.336	5.92009	0.2969	19.6798	3.21376e-86	5.61639e-85
EDN1	35.0392	1.31593	0.415452	3.16584	0.00154636	0.00291904
EDN2	5.82183	-1.37203	0.964325	-1.41053	0.158384	0.210978
EDN3	19.1206	4.97209	0.911189	4.86598	1.13888e-06	2.9049e-06
EDNRA	15.3591	0.0819247	0.602888	0.135898	0.891902	0.912709
EDNRB	166.099	0.130872	0.193206	0.677371	0.498171	0.567296
EEA1	106.053	0.0901852	0.238792	0.377674	0.705672	0.756783
EED	110.771	-1.05206	0.242135	-4.34372	1.4009e-05	3.24578e-05
EEF1A1	678.508	-2.0507	0.246412	-8.32102	8.72077e-17	3.82632e-16
EEF1A1P9	77.3082	-2.12807	0.322599	-6.58429	4.57062e-11	1.55419e-10
EEF1A2	5828.01	2.7441	0.0554089	49.5234	0	0
EEF1B2	319.493	-1.88585	0.156301	-12.0614	1.68789e-33	1.22329e-32
EEF1D	1555.62	-0.870286	0.0732138	-11.8868	1.38689e-32	9.82017e-32
EEF1DP3	3.76631	2.50875	1.19716	2.0189	0.0434976	0.065675
EEF1E1	80.0571	-1.35424	0.288029	-4.69876	2.6175e-06	6.48498e-06
EEF1G	1115.94	-1.87638	0.0905539	-20.7192	2.32401e-95	4.54088e-94
EEF2	24114	-0.833382	0.0449991	-18.52	1.42556e-76	2.21942e-75
EEF2K	386.257	0.244743	0.128323	1.90724	0.0564898	0.0835162
EEFSEC	200.02	-0.422993	0.176169	-2.40098	0.0163513	0.0265944
EEPD1	137.268	0.808571	0.215498	3.75201	0.000175425	0.000367392
EFCAB1	7.66897	3.61977	1.03912	3.24485	0.00117514	0.00224975
EFCAB10	2.52783	0.425259	1.26818	0.335314	0.737388	0.783992
EFCAB2	34.5345	1.25194	0.414117	3.02176	0.00251308	0.00461192
EFCAB4A	53.7158	-1.7223	0.37598	-4.57357	4.79492e-06	1.16124e-05
EFCAB4B	17.5638	-2.94303	0.721362	-3.9913	6.5713e-05	0.000143462
EFCAB5	3.78558	-0.521015	1.09277	-0.475753	0.63425	0.694493
EFCAB6	7.32973	3.05971	0.991603	2.97266	0.00295232	0.00536803
EFCAB7	24.0763	0.547859	0.523416	1.04667	0.29525	0.364052
EFCAB9	1.89716	1.40499	1.38855	0.999845	0.317385	NA
EFEMP1	155.922	2.18923	0.229782	9.52253	1.69019e-21	8.83147e-21
EFEMP2	299.137	-0.717939	0.154313	-4.65226	3.28316e-06	8.06586e-06
EFHA1	79.7513	-0.0419753	0.271116	-0.154823	0.876961	0.90094
EFHA2	111.505	4.8676	0.39486	12.1351	6.88201e-34	5.02923e-33
EFHB	2.7415	1.4637	1.24111	1.16849	0.242608	0.307084
EFHC1	68.7096	-0.323818	0.293868	-1.10184	0.27053	0.337724
EFHC2	7.5543	0.508589	0.8601	0.591225	0.55437	0.622208
EFHD1	650.936	3.36629	0.130439	25.7939	1.03911e-146	3.44655e-145
EFHD2	1066.32	0.689775	0.0880931	7.83005	4.87679e-15	1.99227e-14
EFNA1	275.62	-0.532968	0.155366	-3.4303	0.000602911	0.00119223
EFNA2	14.4304	-2.01822	0.699512	-2.85978	0.00423933	0.00757005
EFNA3	161.565	0.52153	0.195644	2.66571	0.00768261	0.0132325
EFNA4	35.4521	-3.83513	0.614625	-6.06692	1.30384e-09	4.08012e-09
EFNA5	136.125	0.589905	0.209486	2.81596	0.00486316	0.00861214
EFNB1	215.427	-2.24067	0.19828	-11.2918	1.44e-29	9.44534e-29
EFNB2	189.77	1.27804	0.185199	6.90027	5.19052e-12	1.85296e-11
EFNB3	217.407	1.46182	0.175731	8.31754	8.98055e-17	3.93735e-16
EFR3A	351.76	1.99553	0.143392	13.9142	5.19172e-44	4.76931e-43
EFR3B	659.794	2.85852	0.1195	23.9137	2.20346e-126	5.94798e-125
EFS	310.13	1.32399	0.147593	8.97002	2.96473e-19	1.4358e-18
EFTUD1	82.5301	-1.69344	0.291077	-5.81193	6.17557e-09	1.84846e-08
EFTUD2	692.199	-1.31076	0.10534	-12.4423	1.53983e-35	1.16306e-34
EGF	16.3887	-2.21792	0.668613	-3.28418	0.00102278	0.00197293
EGFL6	3.24485	1.31706	1.16096	1.12803	0.259305	0.325603
EGFL7	461.689	-0.344462	0.212181	-1.62342	0.1045	0.145485
EGFL8	128.591	-0.921328	0.222303	-4.1437	3.41749e-05	7.64252e-05
EGFLAM	5.8369	1.99539	0.972908	2.02855	0.0425037	0.064285
EGFR	145.231	-0.639261	0.207602	-3.07899	0.00207702	0.00385236
